college_name,branch,rank
Indian Institute  of Technology Kanpur,"Physics (4 Years, Bachelor of Science)",6153
"National Institute of Technology Karnataka, Surathkal","Computational and Data Science (4 Years, Bachelor of Technology)",6155
Indian Institute  of Technology Madras,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",6169
"National Institute of Technology, Tiruchirappalli","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",6252
Indian Institute  of Technology Madras,"Aerospace Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",6279
Indian Institute  of Technology Kharagpur,"Manufacturing Science and Engineering (4 Years, Bachelor of Technology)",6317
Malaviya National Institute of Technology Jaipur,"Artificial Intelligence and Data Engineering (4 Years, Bachelor of Technology)",6408
Indian Institute  of Technology Guwahati,"Engineering Physics (4 Years, Bachelor of Technology)",6423
"National Institute of Technology, Warangal","Mathematics and Computing (4 Years, Bachelor of Technology)",6446
Indian Institute  of Technology (ISM) Dhanbad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",6454
"National Institute of Technology Karnataka, Surathkal","Artificial Intelligence (4 Years, Bachelor of Technology)",6468
Indian Institute  of Technology Kharagpur,"Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",6477
"National Institute of Technology, Warangal","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",6516
Indian Institute  of Technology Delhi,"Engineering Physics (4 Years, Bachelor of Technology)",6549
Indian Institute  of Technology Tirupati,"Computer Science and Engineering (4 Years, Bachelor of Technology)",6558
Indian Institute of Technology Goa,"Mathematics and Computing (4 Years, Bachelor of Technology)",6568
Indian Institute  of Technology Mandi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",6596
Indian Institute  of Technology Madras,"Chemical Engineering (4 Years, Bachelor of Technology)",6597
Indian Institute  of Technology Patna,"B. Tech. (ECE) -M. Tech. in VLSI (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",6601
Indian Institute  of Technology Guwahati,"Energy Engineering (4 Years, Bachelor of Technology)",6637
"National Institute of Technology, Tiruchirappalli","Computer Science and Engineering (4 Years, Bachelor of Technology)",6687
Indian Institute  of Technology Delhi,"Textile Technology (4 Years, Bachelor of Technology)",6690
Indian Institute  of Technology (BHU) Varanasi,"Mechanical Engineering (4 Years, Bachelor of Technology)",6694
Indian Institute  of Technology Patna,"B.Tech. in Electronics and Communication Engineering and M.Tech. in Communication Systems (5 Years, Bachelor and Master of Technology (Dual Degree))",6695
"National Institute of Technology, Tiruchirappalli","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",6726
"National Institute of Technology, Rourkela","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",6770
Indian Institute  of Technology Gandhinagar,"Electrical Engineering (4 Years, Bachelor of Technology)",6776
"National Institute of Technology, Warangal","Mathematics and Computing (4 Years, Bachelor of Technology)",6778
National Institute of Technology Calicut,"Computer Science and Engineering (4 Years, Bachelor of Technology)",6850
Indian Institute  of Technology Jodhpur,"Electrical Engineering (4 Years, Bachelor of Technology)",6898
"Visvesvaraya National Institute of Technology, Nagpur","Computer Science and Engineering (4 Years, Bachelor of Technology)",6916
Malaviya National Institute of Technology Jaipur,"Artificial Intelligence and Data Engineering (4 Years, Bachelor of Technology)",6924
Indian Institute  of Technology Kanpur,"Materials Science and Engineering (4 Years, Bachelor of Technology)",6939
"National Institute of Technology Karnataka, Surathkal","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",7007
Indian Institute of Technology Bhilai,"Data Science and Artificial Intelligence (4 Years, Bachelor of Technology)",7009
"National Institute of Technology, Warangal","Electronics and Communication Engineering (VLSI Design and Technology) (4 Years, Bachelor of Technology)",7047
Indian Institute  of Technology Mandi,"B.Tech in Microelectronics & VLSI (4 Years, Bachelor of Technology)",7077
"Visvesvaraya National Institute of Technology, Nagpur","Computer Science and Engineering (4 Years, Bachelor of Technology)",7087
Indian Institute  of Technology Roorkee,"Civil Engineering (4 Years, Bachelor of Technology)",7100
"National Institute of Technology, Warangal","Electronics and Communication Engineering (VLSI Design and Technology) (4 Years, Bachelor of Technology)",7103
Indian Institute  of Technology Palakkad,"Data Science and Engineering (4 Years, Bachelor of Technology)",7108
Indian Institute  of Technology Hyderabad,"Chemical Engineering (4 Years, Bachelor of Technology)",7123
Indian Institute  of Technology Kanpur,"Economics (4 Years, Bachelor of Science)",7141
"National Institute of Technology, Tiruchirappalli","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",7153
Indian Institute  of Technology Kharagpur,"Civil Engineering (4 Years, Bachelor of Technology)",7177
Malaviya National Institute of Technology Jaipur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",7182
Indian Institute  of Technology (BHU) Varanasi,"Electrical Engineering (4 Years, Bachelor of Technology)",7183
"National Institute of Technology Karnataka, Surathkal","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",7219
Indian Institute  of Technology Kanpur,"Mechanical Engineering (4 Years, Bachelor of Technology)",7223
Indian Institute  of Technology Delhi,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",7229
Malaviya National Institute of Technology Jaipur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",7236
Indian Institute  of Technology Mandi,"Electrical Engineering (4 Years, Bachelor of Technology)",7240
Indian Institute  of Technology Gandhinagar,"Mechanical Engineering (4 Years, Bachelor of Technology)",7278
Indian Institute  of Technology Ropar,"Mathematics and Computing (4 Years, Bachelor of Technology)",7289
Indian Institute  of Technology Kharagpur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",7325
Indian Institute  of Technology Kharagpur,"Mechanical Engineering (4 Years, Bachelor of Technology)",7331
"National Institute of Technology Karnataka, Surathkal","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",7336
Indian Institute  of Technology Patna,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",7359
"National Institute of Technology, Kurukshetra","Computer Engineering (4 Years, Bachelor of Technology)",7401
Indian Institute  of Technology Delhi,"Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",7402
Indian Institute of Technology Dharwad,"Mathematics and Computing (4 Years, Bachelor of Technology)",7412
Indian Institute  of Technology Indore,"Mechanical Engineering (4 Years, Bachelor of Technology)",7474
Indian Institute  of Technology Indore,"Electrical Engineering (4 Years, Bachelor of Technology)",7527
Indian Institute  of Technology Patna,"B. Tech. (CSE) and M.Tech in CSE (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",7549
Indian Institute of Technology Goa,"Computer Science and Engineering (4 Years, Bachelor of Technology)",7646
Malaviya National Institute of Technology Jaipur,"Artificial Intelligence and Data Engineering (4 Years, Bachelor of Technology)",7664
Indian Institute  of Technology Bhubaneswar,"Electrical Engineering (4 Years, Bachelor of Technology)",7714
"Sardar Vallabhbhai National Institute of Technology, Surat","Computer Science and Engineering (4 Years, Bachelor of Technology)",7741
Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,"Computer Science and Engineering (4 Years, Bachelor of Technology)",7757
Indian Institute  of Technology (ISM) Dhanbad,"Electrical Engineering (4 Years, Bachelor of Technology)",7784
Indian Institute  of Technology Indore,"Space Sciences and Engineering (4 Years, Bachelor of Technology)",7821
Indian Institute of Technology Jammu,"Mathematics and Computing (4 Years, Bachelor of Technology)",7855
Indian Institute  of Technology Bombay,"Civil Engineering (4 Years, Bachelor of Technology)",7857
Indian Institute  of Technology Bhubaneswar,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",7882
Indian Institute  of Technology Bhubaneswar,"Electrical  Engineering and M.Tech Power Electronics and Drives (5 Years, Bachelor and Master of Technology (Dual Degree))",7902
Indian Institute  of Technology Bombay,"Metallurgical Engineering and Materials Science (4 Years, Bachelor of Technology)",7924
Indian Institute  of Technology Roorkee,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",7945
"Sardar Vallabhbhai National Institute of Technology, Surat","Computer Science and Engineering (4 Years, Bachelor of Technology)",7957
Indian Institute  of Technology Madras,"Biological Engineering (4 Years, Bachelor of Technology)",7967
Indian Institute  of Technology Madras,"Naval Architecture and Ocean Engineering (4 Years, Bachelor of Technology)",7996
Indian Institute  of Technology Kanpur,"Biological Sciences and Bioengineering (4 Years, Bachelor of Technology)",8031
Indian Institute  of Technology Jodhpur,"Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",8090
Indian Institute  of Technology Kharagpur,"Manufacturing Science and Engineering with M.Tech. in Industrial and Systems Engineering and Management (5 Years, Bachelor and Master of Technology (Dual Degree))",8168
Indian Institute  of Technology Indore,"Engineering Physics (4 Years, Bachelor of Technology)",8205
Indian Institute  of Technology (BHU) Varanasi,"Mechanical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",8244
Indian Institute  of Technology Patna,"Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",8245
Indian Institute  of Technology Kanpur,"Chemical Engineering (4 Years, Bachelor of Technology)",8264
"National Institute of Technology, Rourkela","Computer Science and Engineering (4 Years, Bachelor of Technology)",8282
Indian Institute  of Technology Patna,"B. Tech. (EEE)-M. Tech. in (Power &. Control) (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",8290
"National Institute of Technology, Warangal","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",8290
Indian Institute  of Technology Hyderabad,"Engineering Physics (4 Years, Bachelor of Technology)",8321
Indian Institute  of Technology Gandhinagar,"Mechanical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",8341
Indian Institute  of Technology Kharagpur,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",8389
Indian Institute  of Technology Guwahati,"Chemical Science and Technology (4 Years, Bachelor of Technology)",8413
"National Institute of Technology Karnataka, Surathkal","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",8437
Indian Institute  of Technology Guwahati,"Civil Engineering (4 Years, Bachelor of Technology)",8453
Indian Institute  of Technology Mandi,"Data Science and Engineering (4 Years, Bachelor of Technology)",8467
Indian Institute  of Technology Madras,"Biological Engineering (4 Years, Bachelor of Technology)",8588
Indian Institute  of Technology Roorkee,"Biosciences and Bioengineering (4 Years, Bachelor of Technology)",8689
